eventID,basisOfRecord,occurrenceID,individualCount,sex,lifeStage,behavior,occurrenceStatus,associatedTaxa,occurrenceRemarks,scientificNameID,scientificName,kingdom
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032025,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032026,8,,,,present,,,urn:lsid:marinespecies.org:taxname:159098,Mergus serrator,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032027,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032028,5,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032029,8,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032030,1,,adult,,present,,9.2200000000,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032031,1,male,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032032,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032033,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137138,Larus argentatus,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032034,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004726,HumanObservation,110000153:110000153:110004726:1100032035,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004727,HumanObservation,110000153:110000153:110004727:1100032036,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137057,Gavia sp.,Animalia
110000153:110000153:110004728,HumanObservation,110000153:110000153:110004728:1100032037,1,,,,present,,9.4400000000,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032038,25,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032039,8,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032040,1,male,,,present,,,urn:lsid:marinespecies.org:taxname:159098,Mergus serrator,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032041,5,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032042,12,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032043,140,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032044,10,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032045,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032046,20,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032047,24,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032048,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032049,4,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032050,3,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032051,35,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032052,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032053,3,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004729,HumanObservation,110000153:110000153:110004729:1100032054,1,male,immature,Dead,present,,,urn:lsid:marinespecies.org:taxname:137074,Somateria mollissima,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032055,13,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032056,17,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032057,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032058,14,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032059,12,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032060,4,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032061,3,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032062,285,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004730,HumanObservation,110000153:110000153:110004730:1100032063,9,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004731,HumanObservation,110000153:110000153:110004731:1100032064,40,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004731,HumanObservation,110000153:110000153:110004731:1100032065,6,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004731,HumanObservation,110000153:110000153:110004731:1100032066,7,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004731,HumanObservation,110000153:110000153:110004731:1100032067,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004731,HumanObservation,110000153:110000153:110004731:1100032068,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137146,Larus marinus,Animalia
110000153:110000153:110004732,HumanObservation,110000153:110000153:110004732:1100032069,85,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004732,HumanObservation,110000153:110000153:110004732:1100032070,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004732,HumanObservation,110000153:110000153:110004732:1100032071,9,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004732,HumanObservation,110000153:110000153:110004732:1100032072,8,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004732,HumanObservation,110000153:110000153:110004732:1100032073,1,,immature,,present,,10.1000000000,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004733,HumanObservation,110000153:110000153:110004733:1100032074,7,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032075,14,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032076,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137138,Larus argentatus,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032077,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032078,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032079,6,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032080,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032081,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004734,HumanObservation,110000153:110000153:110004734:1100032082,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137138,Larus argentatus,Animalia
110000153:110000153:110004735,HumanObservation,110000153:110000153:110004735:1100032083,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137179,Phalacrocorax carbo,Animalia
110000153:110000153:110004736,HumanObservation,110000153:110000153:110004736:1100032084,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032085,60,,,,present,,,urn:lsid:marinespecies.org:taxname:1464521,Mareca penelope,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032086,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032087,110,,,,present,,,urn:lsid:marinespecies.org:taxname:1464521,Mareca penelope,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032088,6,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032089,2,,,,present,,,urn:lsid:marinespecies.org:taxname:1464521,Mareca penelope,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032090,10,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004737,HumanObservation,110000153:110000153:110004737:1100032091,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032092,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032093,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032094,18,male,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032095,2,female,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032096,41,,,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032097,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032098,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137138,Larus argentatus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032099,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032100,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032101,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032102,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004738,HumanObservation,110000153:110000153:110004738:1100032103,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032104,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032105,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032106,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032107,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032108,9,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032109,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032110,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032111,22,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004739,HumanObservation,110000153:110000153:110004739:1100032112,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032113,30,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032114,33,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032115,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032116,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032117,3,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032118,20,,,,present,,,urn:lsid:marinespecies.org:taxname:137073,Melanitta nigra,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032119,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004740,HumanObservation,110000153:110000153:110004740:1100032120,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032121,2,,,,present,,,urn:lsid:marinespecies.org:taxname:148791,Anas platyrhynchos,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032122,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032123,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032124,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032125,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032126,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004742,HumanObservation,110000153:110000153:110004742:1100032127,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004743,HumanObservation,110000153:110000153:110004743:1100032128,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004743,HumanObservation,110000153:110000153:110004743:1100032129,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004743,HumanObservation,110000153:110000153:110004743:1100032130,1,,,,present,,,urn:lsid:marinespecies.org:taxname:159037,Numenius arquata,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032131,1,,adult,,present,,14.1400000000,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032132,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032133,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032134,2,,,,present,,14.1400000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032135,1,,,,present,,14.1500000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032136,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032137,1,,,,present,,"SPECTACLED, 14.16",urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032138,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032139,1,,,,present,,14.0800000000,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032140,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137057,Gavia sp.,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032141,1,,,,present,,14.1400000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032142,1,,,,present,,14.1300000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032143,1,,,,present,,14.1200000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032144,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004744,HumanObservation,110000153:110000153:110004744:1100032145,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032146,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032147,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137142,Larus fuscus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032148,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032149,1,,,,present,,14.2300000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032150,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032151,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032152,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032153,1,,,"Sick, unwell",present,,14.1800000000,urn:lsid:marinespecies.org:taxname:137182,Podiceps cristatus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032154,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004745,HumanObservation,110000153:110000153:110004745:1100032155,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004746,HumanObservation,110000153:110000153:110004746:1100032156,1,,,,present,,14.3600000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004746,HumanObservation,110000153:110000153:110004746:1100032157,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004746,HumanObservation,110000153:110000153:110004746:1100032158,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004746,HumanObservation,110000153:110000153:110004746:1100032159,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032160,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032161,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032162,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137141,Larus canus,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032163,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137128,Alca torda,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032164,1,,,,present,,14.3900000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032165,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032166,1,,,,present,,14.3800000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004747,HumanObservation,110000153:110000153:110004747:1100032167,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032168,2,,,,present,,,urn:lsid:marinespecies.org:taxname:137128,Alca torda,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032169,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032170,2,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032171,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032172,3,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032173,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137146,Larus marinus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032174,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032175,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137149,Larus ridibundus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032176,1,,,,present,,14.5300000000,urn:lsid:marinespecies.org:taxname:137128,Alca torda,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032177,1,,,,present,,14.5300000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032178,6,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032179,1,,,,present,,14.5500000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032180,1,,,,present,,14.4700000000,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032181,1,,immature,,present,,14.4700000000,urn:lsid:marinespecies.org:taxname:137188,Gavia stellata,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032182,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137138,Larus argentatus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032183,1,,,,present,,14.5400000000,urn:lsid:marinespecies.org:taxname:137128,Alca torda,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032184,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:137156,Rissa tridactyla,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032185,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032186,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032187,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032188,1,,immature,,present,,,urn:lsid:marinespecies.org:taxname:137156,Rissa tridactyla,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032189,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137128,Alca torda,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032190,1,,,,present,,,urn:lsid:marinespecies.org:taxname:137133,Uria aalge,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032191,1,,adult,,present,,O,urn:lsid:marinespecies.org:taxname:137156,Rissa tridactyla,Animalia
110000153:110000153:110004748,HumanObservation,110000153:110000153:110004748:1100032192,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
110000153:110000153:110004749,HumanObservation,110000153:110000153:110004749:1100032193,1,,adult,,present,,,urn:lsid:marinespecies.org:taxname:567449,Hydrocoloeus minutus,Animalia
