Key,Description,LongDescription,Modified,Deprecated
318O,AMERICAN PRIDE,,2006-12-21T14:39:22.83,false
318P,PENNY,,2006-12-21T14:39:22.83,false
318Q,GULF MERCHANT,,2006-12-21T14:39:22.83,false
318R,REASONER,,2006-12-21T14:39:22.83,false
318S,SWEET GUM,,2006-12-21T14:39:22.83,false
318T,TRIPPE,,2006-12-21T14:39:22.83,false
318U,DELSUD,,2006-12-21T14:39:22.83,false
318V,AMERICAN CAPE,,2006-12-21T14:39:22.83,false
318W,WRB 101,,2006-12-21T14:39:22.83,false
318X,GENTIAN,,2006-12-21T14:39:22.83,false
318Y,BAY STATE,,2006-12-21T14:39:22.83,false
318Z,DELTA BRAZIL,,2006-12-21T14:39:22.83,false
3190,MULTIPLE SHIPS,,2015-01-22T11:59:05.82,true
3191,AIRCRAFT,,2015-01-22T12:10:46.63,true
3192,VARIOUS SMALL NAVY VESSELS,,2015-10-01T15:05:40.12,true
3193,BREWTON,,2006-12-21T14:39:22.83,false
3194,R. E. PEARY,,2006-12-21T14:39:22.83,false
3195,WESTWARD,,2006-12-21T14:39:22.83,false
3196,AMERICAN EXPLORER,,2006-12-21T14:39:22.83,false
3197,KIRK,,2006-12-21T14:39:22.83,false
3198,BOLLARD,,2006-12-21T14:39:22.83,false
3199,UNKNOWN,,2015-01-22T11:38:54.773,true
319A,AYLWIN,,2006-12-21T14:39:22.83,false
319B,NORTON SOUND,,2006-12-21T14:39:22.83,false
319C,BOWEN,,2006-12-21T14:39:22.83,false
319D,DECISIVE,,2006-12-21T14:39:22.83,false
319E,FANNING,,2006-12-21T14:39:22.83,false
319F,FORRESTAL,,2006-12-21T14:39:22.83,false
319G,NORTH AMERICAN,,2006-12-21T14:39:22.83,false
319H,COMMONWEALTH,,2006-12-21T14:39:22.83,false
319I,MIDGETT,,2006-12-21T14:39:22.83,false
319J,JARVIS,,2006-12-21T14:39:22.83,false
319K,PANULIRUS II,,2006-12-21T14:39:22.83,false
319L,ALERT,,2006-12-21T14:39:22.83,false
319M,MCCANDLESS,,2006-12-21T14:39:22.83,false
319N,NEW JERSEY,,2006-12-21T14:39:22.83,false
319O,IRIS,,2006-12-21T14:39:22.83,false
319P,PENQUIN,,2006-12-21T14:39:22.83,false
319Q,ANNANDALE,,2006-12-21T14:39:22.83,false
319R,WIRE,,2006-12-21T14:39:22.83,false
319S,SALPA II,,2006-12-21T14:39:22.83,false
319T,DELTA ARGENTINA,,2006-12-21T14:39:22.83,false
319U,MUNRO,,2006-12-21T14:39:22.83,false
319V,VIGILANT,,2006-12-21T14:39:22.83,false
319W,WILKES,,2006-12-21T14:39:22.83,false
319X,LUCILLE B,,2006-12-21T14:39:22.83,false
319Y,D. B. BEARY,,2006-12-21T14:39:22.83,false
319Z,DUCHESS II,,2006-12-21T14:39:22.83,false
31A0,GOVERNOR RAY,,2006-12-21T14:39:22.83,false
31A1,AQUANAUT,,2006-12-21T14:39:22.83,false
31A2,ARNEB,,2006-12-21T14:39:22.83,false
31A3,AQUALAB,,2006-12-21T14:39:22.83,false
31A4,ALBATROSS IV,,2016-02-24T11:03:59.227,false
31A5,ALVIN,,2006-12-21T14:39:22.83,false
31A6,AGGRESSIVE,,2006-12-21T14:39:22.83,false
31A7,ALACRITY,,2006-12-21T14:39:22.83,false
31A8,AFFRAY,,2006-12-21T14:39:22.83,false
31A9,AVENGE,,2006-12-21T14:39:22.83,false
31AA,ASTERIAS,,2006-12-21T14:39:22.83,false
31AB,ALBATROSS III,,2006-12-21T14:39:22.83,false
31AC,ACONA,,2006-12-21T14:39:22.83,false
31AD,ANTON DOHRN,,2006-12-21T14:39:22.83,false
31AE,AEOLUS,,2006-12-21T14:39:22.83,false
31AF,ALBATROSS,,2006-12-21T14:39:22.83,false
31AG,ALLEGHENY,,2006-12-21T14:39:22.83,false
31AH,AMBROSE L/S,,2006-12-21T14:39:22.83,false
31AI,ANDROSCOGGIN,,2006-12-21T14:39:22.83,false
31AJ,ASTERION,,2006-12-21T14:39:22.83,false
31AK,ATKA,,2006-12-21T14:39:22.83,false
31AL,ALBATROSS II,,2006-12-21T14:39:22.83,false
31AM,A. J. MEYER,,2006-12-21T14:39:22.83,false
31AN,ATLANTIS II,,2006-12-21T14:39:22.83,false
31AO,ANTON BRUUN,,2006-12-21T14:39:22.83,false
31AP,H. ARTHUR,,2006-12-21T14:39:22.83,false
31AQ,ABNAKI,,2006-12-21T14:39:22.83,false
31AR,ARGO,,2006-12-21T14:39:22.83,false
31AS,ALASKA,,2006-12-21T14:39:22.83,false
31AT,ATLANTIS I 1931-9/63,,2006-12-21T14:39:22.83,false
31AU,ACUSHNET,,2006-12-21T14:39:22.83,false
31AV,AGILE,,2006-12-21T14:39:22.83,false
31AW,ARLIS I,,2006-12-21T14:39:22.83,false
31AX,A. AGASSIZ,,2006-12-21T14:39:22.83,false
31AY,ARLIS II,,2006-12-21T14:39:22.83,false
31AZ,ABSECON,,2006-12-21T14:39:22.83,false
31B0,Shiloh,,2018-07-18T19:54:36.203,false
31B1,BANNOCK,,2006-12-21T14:39:22.83,false
31B2,BULWARK,,2006-12-21T14:39:22.83,false
31B3,BOCO,,2006-12-21T14:39:22.83,false
31B4,BIRDS EYE,,2006-12-21T14:39:22.83,false
31B5,BOLD,,2015-01-14T15:02:39.887,false
31B6,GEORGE BOWERS,,2006-12-21T14:39:22.83,false
31B7,BARNEY,,2006-12-21T14:39:22.83,false
31B8,B. BASS,,2006-12-21T14:39:22.83,false
31B9,BALD EAGLE,,2006-12-21T14:39:22.83,false
31BA,BACHE,,2006-12-21T14:39:22.83,false
31BB,BROWN BEAR,,2006-12-21T14:39:22.83,false
31BC,BARECAT,,2006-12-21T14:39:22.83,false
31BD,BLACK DOUGLAS,,2006-12-21T14:39:22.83,false
31BE,BEAR,,2006-12-21T14:39:22.83,false
31BF,BLUE FIN,,2006-12-21T14:39:22.83,false
31BG,BLUE WING,,2006-12-21T14:39:22.83,false
31BH,BROUGH,,2006-12-21T14:39:22.83,false
31BI,BURTON ISLAND,,2006-12-21T14:39:22.83,false
31BJ,BLUE JACKET,,2006-12-21T14:39:22.83,false
31BK,BLAKE,,2006-12-21T14:39:22.83,false
31BL,BLISH,,2006-12-21T14:39:22.83,false
31BM,BALANUS,,2006-12-21T14:39:22.83,false
31BN,BERTHA ANN,,2006-12-21T14:39:22.83,false
31BO,BOWDITCH,,2006-12-21T14:39:22.83,false
31BP,BARRETT,,2006-12-21T14:39:22.83,false
31BQ,BARNEGAT L/S,,2006-12-21T14:39:22.83,false
31BR,BROWNSON,,2006-12-21T14:39:22.83,false
31BS,BERING STRAIT,,2006-12-21T14:39:22.83,false
31BT,BARTON,,2006-12-21T14:39:22.83,false
31BU,BUSHNELL,,2006-12-21T14:39:22.83,false
31BV,GEN. S. B. BUCKNER,,2006-12-21T14:39:22.83,false
31BW,BOWIE,,2006-12-21T14:39:22.83,false
31BX,BIBB,,2006-12-21T14:39:22.83,false
31BY,BYRANT CRUISER,,2006-12-21T14:39:22.83,false
31BZ,BARATARIA,,2006-12-21T14:39:22.83,false
31C0,Henry L. Stimson,,2018-07-18T19:16:21.043,false
31C1,CALIFORNIAN,,2006-12-21T14:39:22.83,false
31C2,CHELSEA,,2006-12-21T14:39:22.83,false
31C3,CHEPACHET,,2006-12-21T14:39:22.83,false
31C4,CISCO,,2006-12-21T14:39:22.83,false
31C5,COBBS ARM,,2006-12-21T14:39:22.83,false
31C6,COMET,,2006-12-21T14:39:22.83,false
31C7,COMMANDER,,2006-12-21T14:39:22.83,false
31C8,CUSS I,,2006-12-21T14:39:22.83,false
31C9,COCOPA,,2006-12-21T14:39:22.83,false
31CA,CARYN,,2006-12-21T14:39:22.83,false
31CB,COOS BAY,,2006-12-21T14:39:22.83,false
31CC,CHINCOTEAGUE,,2006-12-21T14:39:22.83,false
31CD,C. H. DAVIS,,2006-12-21T14:39:22.83,false
31CE,CHELAN,,2006-12-21T14:39:22.83,false
31CF,CRAWFORD,,2006-12-21T14:39:22.83,false
31CG,C. H. GILBERT,,2006-12-21T14:39:22.83,false
31CH,CHANCE,,2006-12-21T14:39:22.83,false
31CI,CHAIN,,2006-12-21T14:39:22.83,false
31CJ,COGSWELL,,2006-12-21T14:39:22.83,false
31CK,CASTLE ROCK,,2006-12-21T14:39:22.83,false
31CL,CALANUS,,2006-12-21T14:39:22.83,false
31CM,CAMPBELL,,2006-12-21T14:39:22.83,false
31CN,CARNEGIE,,2006-12-21T14:39:22.83,false
31CO,COOK INLET,,2006-12-21T14:39:22.83,false
31CP,CARPELLOTTI,,2006-12-21T14:39:22.83,false
31CQ,CHAUTAUQUA,,2006-12-21T14:39:22.83,false
31CR,CREST,,2006-12-21T14:39:22.83,false
31CS,CASCO,,2006-12-21T14:39:22.83,false
31CT,CANISTEO,,2006-12-21T14:39:22.83,false
31CU,COMMANDO,,2006-12-21T14:39:22.83,false
31CV,CORDOVA SKIFF,,2006-12-21T14:39:22.83,false
31CW,COWANESQUE,,2006-12-21T14:39:22.83,false
31CX,CELTIC,,2006-12-21T14:39:22.83,false
31CY,CYRUS FIELD,,2006-12-21T14:39:22.83,false
31CZ,COMPASS ISLAND,,2006-12-21T14:39:22.83,false
31D0,DEMERSAL,,2016-02-24T11:04:22.577,false
31D1,DIAMOND SHOALS L/S,,2006-12-21T14:39:22.83,false
31D2,DURABLE,,2006-12-21T14:39:22.83,false
31D3,DENEBOLA,,2006-12-21T14:39:22.83,false
31D4,DUNCAN,,2006-12-21T14:39:22.83,false
31D5,DE HAVEN,,2006-12-21T14:39:22.83,false
31D6,BRADFORD,,2006-12-21T14:39:22.83,false
31D7,DUPONT,,2006-12-21T14:39:22.83,false
31D8,DAMATO,,2006-12-21T14:39:22.83,false
31D9,DALY,,2006-12-21T14:39:22.83,false
31DA,DARBY,,2006-12-21T14:39:22.83,false
31DB,DIVING BELL,,2006-12-21T14:39:22.83,false
31DC,DETECTOR,,2006-12-21T14:39:22.83,false
31DD,B. STODDERT,,2006-12-21T14:39:22.83,false
31DE,DELAWARE,,2006-12-21T14:39:22.83,false
31DF,C. F. ADAMS,,2006-12-21T14:39:22.83,false
31DG,DALLAS,,2006-12-21T14:39:22.83,false
31DH,DASH,,2006-12-21T14:39:22.83,false
31DI,DAVIS,,2006-12-21T14:39:22.83,false
31DJ,J. DANIELS,,2006-12-21T14:39:22.83,false
31DK,MCDERMUT,,2006-12-21T14:39:22.83,false
31DL,DELAWARE L/S,,2006-12-21T14:39:22.83,false
31DM,DOMINENT,,2006-12-21T14:39:22.83,false
31DN,DIACHENKO,,2006-12-21T14:39:22.83,false
31DO,CAPE DECISION,,2006-12-21T14:39:22.83,false
31DP,DOLPHIN,,2006-12-21T14:39:22.83,false
31DQ,BADGER,,2006-12-21T14:39:22.83,false
31DR,DIRECT,,2006-12-21T14:39:22.83,false
31DS,DISCOVERER,,2006-12-21T14:39:22.83,false
31DT,DUTTON,,2006-12-21T14:39:22.83,false
31DU,DUANE,,2006-12-21T14:39:22.83,false
31DV,DAVIDSON,,2006-12-21T14:39:22.83,false
31DW,GEN. W. O. DARBY,,2006-12-21T14:39:22.83,false
31DX,ENHANCE,,2006-12-21T14:39:22.83,false
31DY,DYESS,,2006-12-21T14:39:22.83,false
31DZ,DEALEY,,2006-12-21T14:39:22.83,false
31E0,SEA OWL,,2018-07-18T19:54:17.07,false
31E1,CHASE,,2006-12-21T14:39:22.83,false
31E2,SERENA,,2006-12-21T14:39:22.83,false
31E3,EVANS,,2006-12-21T14:39:22.83,false
31E4,BEARSS,,2006-12-21T14:39:22.83,false
31E5,SELLSTROM,,2006-12-21T14:39:22.83,false
31E6,EMBATTLE,,2006-12-21T14:39:22.83,false
31E7,EVERSOLE,,2006-12-21T14:39:22.83,false
31E8,S. B. ROBERTS,,2006-12-21T14:39:22.83,false
31E9,HENDERSON,,2006-12-21T14:39:22.83,false
31EA,EAGLE,,2006-12-21T14:39:22.83,false
31EB,ELLEN B. SCRIPPS,,2006-12-21T14:39:22.83,false
31EC,EPCE,,2006-12-21T14:39:22.83,false
31ED,EDISTO,,2006-12-21T14:39:22.83,false
31EE,EPPERSON,,2006-12-21T14:39:22.83,false
31EF,R. S. EDWARDS,,2006-12-21T14:39:22.83,false
31EG,ENERGY,,2006-12-21T14:39:22.83,false
31EH,H. J. ELLISON,,2006-12-21T14:39:22.83,false
31EI,STICKELL,,2006-12-21T14:39:22.83,false
31EJ,ENGLISH,,2006-12-21T14:39:22.83,false
31EK,ELDRED ROCK,,2006-12-21T14:39:22.83,false
31EL,ELDORADO,,2006-12-21T14:39:22.83,false
31EM,SEMMES,,2006-12-21T14:39:22.83,false
31EN,ESCANABA,,2006-12-21T14:39:22.83,false
31EO,EDSON,,2006-12-21T14:39:22.83,false
31EP,EXPLOIT,,2006-12-21T14:39:22.83,false
31EQ,BEGOR,,2006-12-21T14:39:22.83,false
31ER,ERIKA DAN,,2006-12-21T14:39:22.83,false
31ES,E. W. SCRIPPS,,2006-12-21T14:39:22.83,false
31ET,ELTANIN,,2009-12-08T13:38:48.45,false
31EU,EXULTANT,,2006-12-21T14:39:22.83,false
31EV,EVERGREEN,,2006-12-21T14:39:22.83,false
31EW,EASTWIND,,2006-12-21T14:39:22.83,false
31EX,EXPLORER,,2006-12-21T14:39:22.83,false
31EY,REMEY,,2006-12-21T14:39:22.83,false
31EZ,EASTWARD,,2006-12-21T14:39:22.83,false
31F0,PECOS,,2018-06-22T02:11:49.697,false
31F1,MCCAFFERY,,2006-12-21T14:39:22.83,false
31F2,FLETCHER,,2006-12-21T14:39:22.83,false
31F3,FINCH,,2006-12-21T14:39:22.83,false
31F4,PORTERFIELD,,2006-12-21T14:39:22.83,false
31F5,FIVE FINGER,,2006-12-21T14:39:22.83,false
31F6,FIRM,,2006-12-21T14:39:22.83,false
31F7,F. SHERMAN,,2006-12-21T14:39:22.83,false
31F8,F. E. EVANS,,2006-12-21T14:39:22.83,false
31F9,A. W. RADFORD,,2006-12-21T14:39:22.83,false
31FA,FALCON,,2006-12-21T14:39:22.83,false
31FB,F. T. BERRY,,2006-12-21T14:39:22.83,false
31FC,FLORIKAN,,2006-12-21T14:39:22.83,false
31FD,FIDELITY,,2006-12-21T14:39:22.83,false
31FE,FIESTA,,2006-12-21T14:39:22.83,false
31FF,FIVE FATHOM BANK L/S,,2006-12-21T14:39:22.83,false
31FG,FALGOUT,,2006-12-21T14:39:22.83,false
31FH,FISH HAWK,,2006-12-21T14:39:22.83,false
31FI,FIEBERLING,,2006-12-21T14:39:22.83,false
31FJ,"FLOAT JUNEAU, A. J.",,2006-12-21T14:39:22.83,false
31FK,FISKE,,2006-12-21T14:39:22.83,false
31FL,SARSFIELD,,2006-12-21T14:39:22.83,false
31FM,MISS FLETA,,2006-12-21T14:39:22.83,false
31FN,MILLER FREEMAN,,2015-05-29T13:10:26.563,false
31FO,FORSTER,,2006-12-21T14:39:22.83,false
31FP,FLIP,,2006-12-21T14:39:22.83,false
31FQ,SUFFOLK COUNTY,,2006-12-21T14:39:22.83,false
31FR,FRYING PAN SHOALS L/S,,2006-12-21T14:39:22.83,false
31FS,FEARLESS,,2006-12-21T14:39:22.83,false
31FT,FECHTELER,,2006-12-21T14:39:22.83,false
31FU,FURMAN,,2006-12-21T14:39:22.83,false
31FV,FURSE,,2006-12-21T14:39:22.83,false
31FW,AFRICAN RAINBOW,,2006-12-21T14:39:22.83,false
31FX,M. C. FOX,,2006-12-21T14:39:22.83,false
31FY,H. J. W. FAY,,2006-12-21T14:39:22.83,false
31FZ,E. F. LARSON,,2006-12-21T14:39:22.83,false
31G0,Darter,,2018-07-18T19:00:08.237,false
31G1,GLENNON,,2006-12-21T14:39:22.83,false
31G2,GEARING,,2006-12-21T14:39:22.83,false
31G3,GUS III,,2006-12-21T14:39:22.83,false
31G4,GOLDEN EAGLE,,2006-12-21T14:39:22.83,false
31G5,E. A. GREENE,,2006-12-21T14:39:22.83,false
31G6,GREEN SEAS,,2006-12-21T14:39:22.83,false
31G7,GYATT,,2006-12-21T14:39:22.83,false
31G8,LANSING,,2006-12-21T14:39:22.83,false
31G9,GATLING,,2006-12-21T14:39:22.83,false
31GA,GANNET,,2006-12-21T14:39:22.83,false
31GB,GOLDBERGER,,2006-12-21T14:39:22.83,false
31GC,POCONO,,2006-12-21T14:39:22.83,false
31GD,GUARD ISLAND,,2006-12-21T14:39:22.83,false
31GE,GERDA,,2006-12-21T14:39:22.83,false
31GF,GREGORY,,2006-12-21T14:39:22.83,false
31GG,GEN. GREENE,,2006-12-21T14:39:22.83,false
31GH,GRESHAM,,2006-12-21T14:39:22.83,false
31GI,GILLISS,,2006-12-21T14:39:22.83,false
31GJ,T. J. GARY,,2006-12-21T14:39:22.83,false
31GK,GREENWOOD,,2006-12-21T14:39:22.83,false
31GL,GLACIER,,2006-12-21T14:39:22.83,false
31GM,GEN. M. ROSE,,2006-12-21T14:39:22.83,false
31GN,GERONIMO,,2006-12-21T14:39:22.83,false
31GO,GOSNOLD,,2006-12-21T14:39:22.83,false
31GP,GEN. E. D. PATRICK,,2006-12-21T14:39:22.83,false
31GQ,AGERHOLM,,2006-12-21T14:39:22.83,false
31GR,GRAMPUS,,2006-12-21T14:39:22.83,false
31GS,GEN. D. L. SULTAN,,2006-12-21T14:39:22.83,false
31GT,GALATHEA,,2006-12-21T14:39:22.83,false
31GU,GUIDE,,2006-12-21T14:39:22.83,false
31GV,GUARDIAN,,2006-12-21T14:39:22.83,false
31GW,GEN. W. H. GORDON,,2006-12-21T14:39:22.83,false
31GX,GOODRICH,,2006-12-21T14:39:22.83,false
31GY,Gettysburg,,2018-07-18T19:06:00.6,false
31GZ,MCGOWAN,,2006-12-21T14:39:22.83,false
31H0,Monterey,,2018-07-18T19:26:50.353,false
31H1,HULL,,2006-12-21T14:39:22.83,false
31H2,HYDAH,,2006-12-21T14:39:22.83,false
31H3,CHEVALIER,,2006-12-21T14:39:22.83,false
31H4,HOLDER,,2006-12-21T14:39:22.83,false
31H5,HARTLEY,,2006-12-21T14:39:22.83,false
31H6,HANNA,,2006-12-21T14:39:22.83,false
31H7,R. K. HUNTINGTON,,2006-12-21T14:39:22.83,false
31H8,CHAMBERS,,2006-12-21T14:39:22.83,false
31H9,HISSEM,,2006-12-21T14:39:22.83,false
31HA,HALYCON,,2006-12-21T14:39:22.83,false
31HB,HARWOOD,,2006-12-21T14:39:22.83,false
31HC,HARRIS COUNTY,,2006-12-21T14:39:22.83,false
31HD,HIDATSA,,2006-12-21T14:39:22.83,false
31HE,HERON,,2006-12-21T14:39:22.83,false
31HF,HYDROGRAPHIC FIELD PARTY 742,,2006-12-21T14:39:22.83,false
31HG,HODGSON,,2006-12-21T14:39:22.83,false
31HH,H. C. HAYES,,2006-12-21T14:39:22.83,false
31HI,HIDALGO,,2006-12-21T14:39:22.83,false
31HJ,L. HANCOCK,,2006-12-21T14:39:22.83,false
31HK,HECK,,2006-12-21T14:39:22.83,false
31HL,SIR H. LAMB,,2006-12-21T14:39:22.83,false
31HM,HALF MOON,,2006-12-21T14:39:22.83,false
31HN,HANNIBAL,,2006-12-21T14:39:22.83,false
31HO,HORIZON,,2006-12-21T14:39:22.83,false
31HP,SHOUP,,2006-12-21T14:39:22.83,false
31HQ,H. E. HUBBARD,,2006-12-21T14:39:22.83,false
31HR,HORNE,,2006-12-21T14:39:22.83,false
31HS,H. M. SMITH,,2006-12-21T14:39:22.83,false
31HT,HAMILTON,,2006-12-21T14:39:22.83,false
31HU,HUMBOLDT,,2006-12-21T14:39:22.83,false
31HV,F. V. HUNT,,2006-12-21T14:39:22.83,false
31HW,HAYNSWORTH,,2006-12-21T14:39:22.83,false
31HX,ALPHA HELIX,,2010-07-06T13:15:44.693,false
31HY,HYDROGRAPHER,,2006-12-21T14:39:22.83,false
31HZ,HOLLISTER,,2006-12-21T14:39:22.83,false
31I0,Legare,,2018-07-18T20:10:17.153,false
31I1,SHIELDS,,2006-12-21T14:39:22.83,false
31I2,ISHERWOOD,,2006-12-21T14:39:22.83,false
31I3,INTERCEPTOR,,2006-12-21T14:39:22.83,false
31I4,MILLER,,2006-12-21T14:39:22.83,false
31I5,MITSCHER,,2006-12-21T14:39:22.83,false
31I6,LIMPKINS,,2006-12-21T14:39:22.83,false
31I7,A. A. CUNNINGHAM,,2006-12-21T14:39:22.83,false
31I8,BITTERN,,2006-12-21T14:39:22.83,false
31I9,INTERPRETER,,2006-12-21T14:39:22.83,false
31IA,BLAIR,,2006-12-21T14:39:22.83,false
31IB,BRAINE,,2006-12-21T14:39:22.83,false
31IC,SISCOWET,,2006-12-21T14:39:22.83,false
31ID,K. D. BAILEY,,2006-12-21T14:39:22.83,false
31IE,INGERSOLL,,2006-12-21T14:39:22.83,false
31IF,MIKE BOAT,,2006-12-21T14:39:22.83,false
31IG,J. INGRAM,,2006-12-21T14:39:22.83,false
31IH,CHIPOLA,,2006-12-21T14:39:22.83,false
31II,John S. MCCAIN,,2013-04-28T09:08:01.687,false
31IJ,J. R. CRAIG,,2006-12-21T14:39:22.83,false
31IK,PICKET,,2006-12-21T14:39:22.83,false
31IL,RAIL,,2006-12-21T14:39:22.83,false
31IM,IMPERVIOUS,,2006-12-21T14:39:22.83,false
31IN,INGHAM,,2006-12-21T14:39:22.83,false
31IO,BASILONE,,2006-12-21T14:39:22.83,false
31IP,SCRIPPS T.441,,2006-12-21T14:39:22.83,false
31IQ,MEREDITH,,2006-12-21T14:39:22.83,false
31IR,IRONWOOD,,2006-12-21T14:39:22.83,false
31IT,ARGUS ISLAND,,2006-12-21T14:39:22.83,false
31IU,ILLUSIVE,,2006-12-21T14:39:22.83,false
31IV,INVESTIGATOR,,2006-12-21T14:39:22.83,false
31IW,BIGELOW,,2020-02-06T10:54:50.453,false
31IX,H. B. WILSON,,2006-12-21T14:39:22.83,false
31IY,ABILITY,,2016-02-24T11:04:39.82,false
31IZ,STRICKLAND,,2006-12-21T14:39:22.83,false
31J0,Mohawk,,2018-06-22T02:11:35.063,false
31J1,C. JONES,,2006-12-21T14:39:22.83,false
31J2,PREBLE,,2006-12-21T14:39:22.83,false
31J3,O'BANNON,,2006-12-21T14:39:22.83,false
31J4,TRATHEN,,2006-12-21T14:39:22.83,false
31J5,C. P. CECIL,,2006-12-21T14:39:22.83,false
31J6,PERKINS,,2006-12-21T14:39:22.83,false
31J7,BORDELON,,2006-12-21T14:39:22.83,false
31J8,SHELTON,,2006-12-21T14:39:22.83,false
31J9,TILLS,,2006-12-21T14:39:22.83,false
31JA,A. A. JAKKULA,,2006-12-21T14:39:22.83,false
31JB,J. A. BOLE,,2006-12-21T14:39:22.83,false
31JC,John N. Cobb,,2019-02-13T14:40:02.18,false
31JD,DAVID STARR JORDAN,,2016-02-24T11:04:40.77,false
31JE,JENKINS,,2006-12-21T14:39:22.83,false
31JF,JACANA,,2006-12-21T14:39:22.83,false
31JG,J. W. GIBBS,,2006-12-21T14:39:22.83,false
31JH,COLAHAN,,2006-12-21T14:39:22.83,false
31JI,MAHAN,,2006-12-21T14:39:22.83,false
31JJ,HOOPER,,2006-12-21T14:39:22.83,false
31JK,J. W. MACKAY,,2006-12-21T14:39:22.83,false
31JL,E. L. JONES,,2006-12-21T14:39:22.83,false
31JM,J. R. MANNING,,2006-12-21T14:39:22.83,false
31JN,J. P. JONES,,2006-12-21T14:39:22.83,false
31JO,JOYCE,,2006-12-21T14:39:22.83,false
31JP,J. E. PILLSBURY,,2006-12-21T14:39:22.83,false
31JQ,H. D. CROW,,2006-12-21T14:39:22.83,false
31JR,J. R. PIERCE,,2006-12-21T14:39:22.83,false
31JS,J. STRAUSS,,2006-12-21T14:39:22.83,false
31JT,JOHNSTON,,2006-12-21T14:39:22.83,false
31JU,CONFLICT,,2006-12-21T14:39:22.83,false
31JV,R.B. ANDERSON,,2006-12-21T14:39:22.83,false
31JW,J. W. THOMASON,,2006-12-21T14:39:22.83,false
31JX,IMPLICIT,,2006-12-21T14:39:22.83,false
31JY,J. P. KENNEDY JR.,,2006-12-21T14:39:22.83,false
31JZ,George K. MacKenzie,,2016-02-24T11:08:00.727,false
31K0,Orcas,,2018-07-18T19:32:00.197,false
31K1,KOINER,,2006-12-21T14:39:22.83,false
31K2,R. F. KELLER,,2006-12-21T14:39:22.83,false
31K3,MCKEAN,,2006-12-21T14:39:22.83,false
31K4,COOK,,2006-12-21T14:39:22.83,false
31K5,HANK,,2006-12-21T14:39:22.83,false
31K6,KING,,2006-12-21T14:39:22.83,false
31K7,PICKING,,2006-12-21T14:39:22.83,false
31K8,W. KEITH,,2006-12-21T14:39:22.83,false
31K9,KEPPLER,,2006-12-21T14:39:22.83,false
31KA,KAHO,,2006-12-21T14:39:22.83,false
31KB,KASITSNA BAY,,2006-12-21T14:39:22.83,false
31KC,KIRKPATRICK,,2006-12-21T14:39:22.83,false
31KD,KIDD,,2006-12-21T14:39:22.83,false
31KE,G. B. KELEZ,,2006-12-21T14:39:22.83,false
31KF,F. B. PARKS,,2006-12-21T14:39:22.83,false
31KG,J. KING,,2006-12-21T14:39:22.83,false
31KH,STOCKHAM,,2006-12-21T14:39:22.83,false
31KI,KINGFISH,,2006-12-21T14:39:22.83,false
31KJ,KIT JONES,,2006-12-21T14:39:22.83,false
31KK,KUKUI,,2006-12-21T14:39:22.83,false
31KL,KLAMATH,,2006-12-21T14:39:22.83,false
31KM,KRETCHMER,,2006-12-21T14:39:22.83,false
31KN,KANE,,2006-12-21T14:39:22.83,false
31KO,F. KNOX,,2006-12-21T14:39:22.83,false
31KP,KINGSPORT,,2006-12-21T14:39:22.83,false
31KQ,L. MCCORMICK,,2006-12-21T14:39:22.83,false
31KR,KATHERINE,,2006-12-21T14:39:22.83,false
31KS,J. E. KYES,,2006-12-21T14:39:22.83,false
31KT,T. KATHEN,,2006-12-21T14:39:22.83,false
31KU,R. E. KRAUS,,2006-12-21T14:39:22.83,false
31KV,BLACKHAW,,2006-12-21T14:39:22.83,false
31KW,KAWISHIWI,,2006-12-21T14:39:22.83,false
31KX,WOODPECKER,,2006-12-21T14:39:22.83,false
31KY,KYMA,,2006-12-21T14:39:22.83,false
31KZ,STEINAKER,,2006-12-21T14:39:22.83,false
31L0,Baton Rouge,,2018-07-18T18:45:46.037,false
31L1,LEAHY,,2006-12-21T14:39:22.83,false
31L2,ALCOR,,2006-12-21T14:39:22.83,false
31L3,LINCOLN ROCK,,2006-12-21T14:39:22.83,false
31L4,CALCATERRA,,2006-12-21T14:39:22.83,false
31L5,LOOKOUT,,2006-12-21T14:39:22.83,false
31L6,WALLACE L. LIND,,2006-12-21T14:39:22.83,false
31L7,W. A. LEE,,2006-12-21T14:39:22.83,false
31L8,H. B. POWELL,,2006-12-21T14:39:22.83,false
31L9,BEALE,,2006-12-21T14:39:22.83,false
31LA,LADY LEONA,,2006-12-21T14:39:22.83,false
31LB,BLUE,,2006-12-21T14:39:22.83,false
31LC,LUCID,,2006-12-21T14:39:22.83,false
31LD,LYDONIA,,2006-12-21T14:39:22.83,false
31LE,SELLERS,,2006-12-21T14:39:22.83,false
31LF,LAFFEY,,2006-12-21T14:39:22.83,false
31LG,E. G. SMALL,,2006-12-21T14:39:22.83,false
31LH,MARSHALL,,2006-12-21T14:39:22.83,false
31LI,LITTLEHALES,,2016-07-14T19:39:27.537,false
31LJ,LOWE,,2006-12-21T14:39:22.83,false
31LK,LORD KELVIN,,2006-12-21T14:39:22.83,false
31LL,LYDIA LOUISE,,2006-12-21T14:39:22.83,false
31LM,Leonard F. Mason,,2016-01-07T14:03:12.22,false
31LN,LANGLEY,,2006-12-21T14:39:22.83,false
31LO,LOUISVILLE,,2006-12-21T14:39:22.83,false
31LP,PLEDGE,,2006-12-21T14:39:22.83,false
